Alabama
  Autauga County, AL (fips:01001)
  Copiah County, MS (fips:28029)
    H-MS-02                       Harris, Irving (RP)       1235
                                      Ray, Troy (Ind)       2709
                               Thompson, Bennie (Dem)       6162
    S-MS                           Baria, David (Dem)       4865
                                  Bartee, Tobey (Dem)        160
                                 Bedwell, Danny (Lib)        174
                                     Espy, Mike (Dem)       5228
                              Hyde-Smith, Cindy (GOP)       4335
                                McDaniel, Chris (GOP)        799
                                   O'Hara, Shawn (RP)        117
                                  Wicker, Roger (GOP)       5051
  Covington County, MS (fips:28031)
    H-MS-03                      Evans, Michael (Dem)       2665
                                 Guest, Michael (GOP)       4081
                                Holland, Matthew (RP)        106
    S-MS                           Baria, David (Dem)       2372
                                  Bartee, Tobey (Dem)         84
                                 Bedwell, Danny (Lib)        103
                                     Espy, Mike (Dem)       2546
                              Hyde-Smith, Cindy (GOP)       2495
                                McDaniel, Chris (GOP)       1817
                                   O'Hara, Shawn (RP)         60
                                  Wicker, Roger (GOP)       4227
  DeSoto County, MS (fips:28033)
    H-MS-01                        Kelly, Trent (GOP)      32836
                           O'Hara Hill, Tracella (RP)        392
                                 Wadkins, Randy (Dem)      17035
    S-MS                           Baria, David (Dem)      16630
                                  Bartee, Tobey (Dem)        664
                                 Bedwell, Danny (Lib)       1025
                                     Espy, Mike (Dem)      16711
                              Hyde-Smith, Cindy (GOP)      20463
                                McDaniel, Chris (GOP)      11752
                                   O'Hara, Shawn (RP)        234
                                  Wicker, Roger (GOP)      32474
  Forrest County, MS (fips:28035)
    H-MS-04                   Anderson, Jeramey (Dem)          0
                                Palazzo, Steven (GOP)          0
                                  Sheets, Lajena (RP)          0
    S-MS                           Baria, David (Dem)         97
                                  Bartee, Tobey (Dem)          0
                                 Bedwell, Danny (Lib)          9
                                     Espy, Mike (Dem)          0
                              Hyde-Smith, Cindy (GOP)          0
                                McDaniel, Chris (GOP)          0
                                   O'Hara, Shawn (RP)          5
                                  Wicker, Roger (GOP)        196
  Franklin County, MS (fips:28037)
    H-MS-03                      Evans, Michael (Dem)       1079
                                 Guest, Michael (GOP)       2023
                                Holland, Matthew (RP)         46
    S-MS                           Baria, David (Dem)       1032
                                  Bartee, Tobey (Dem)         47
                                 Bedwell, Danny (Lib)         72
                                     Espy, Mike (Dem)       1065
                              Hyde-Smith, Cindy (GOP)       1532
                                McDaniel, Chris (GOP)        545
                                   O'Hara, Shawn (RP)         22
                                  Wicker, Roger (GOP)       1984
  George County, MS (fips:28039)
    H-MS-04                   Anderson, Jeramey (Dem)        807
                                Palazzo, Steven (GOP)       5907
                                  Sheets, Lajena (RP)         58
    S-MS                           Baria, David (Dem)        793
                                  Bartee, Tobey (Dem)        130
                                 Bedwell, Danny (Lib)        119
                                     Espy, Mike (Dem)        923
                              Hyde-Smith, Cindy (GOP)       2777
                                McDaniel, Chris (GOP)       2698
                                   O'Hara, Shawn (RP)         82
                                  Wicker, Roger (GOP)       5692
  Greene County, MS (fips:28041)
    H-MS-04                   Anderson, Jeramey (Dem)        699
                                Palazzo, Steven (GOP)       3024
                                  Sheets, Lajena (RP)         25
    S-MS                           Baria, David (Dem)        693
                                  Bartee, Tobey (Dem)         63
                                 Bedwell, Danny (Lib)         58
                                     Espy, Mike (Dem)        717
                              Hyde-Smith, Cindy (GOP)       1418
                                McDaniel, Chris (GOP)       1423
                                   O'Hara, Shawn (RP)         47
                                  Wicker, Roger (GOP)       2900
  Grenada County, MS (fips:28043)
    H-MS-02                       Harris, Irving (RP)        514
                                      Ray, Troy (Ind)       2139
                               Thompson, Bennie (Dem)       3511
    S-MS                           Baria, David (Dem)       2659
                                  Bartee, Tobey (Dem)         88
                                 Bedwell, Danny (Lib)         76
                                     Espy, Mike (Dem)       2844
                              Hyde-Smith, Cindy (GOP)       2769
                                McDaniel, Chris (GOP)        926
                                   O'Hara, Shawn (RP)         34
                                  Wicker, Roger (GOP)       3784
  Hancock County, MS (fips:28045)
    H-MS-04                   Anderson, Jeramey (Dem)       3394
                                Palazzo, Steven (GOP)      10307
                                  Sheets, Lajena (RP)        159
    S-MS                           Baria, David (Dem)       3683
                                  Bartee, Tobey (Dem)        289
                                 Bedwell, Danny (Lib)        158
                                     Espy, Mike (Dem)       3249
                              Hyde-Smith, Cindy (GOP)       6887
                                McDaniel, Chris (GOP)       3049
                                   O'Hara, Shawn (RP)         59
                                  Wicker, Roger (GOP)       9943
  Harrison County, MS (fips:28047)
    H-MS-04                   Anderson, Jeramey (Dem)      18852
                                Palazzo, Steven (GOP)      31471
                                  Sheets, Lajena (RP)        686
    S-MS                           Baria, David (Dem)      18183
                                  Bartee, Tobey (Dem)        731
                                 Bedwell, Danny (Lib)        688
                                     Espy, Mike (Dem)      18498
                              Hyde-Smith, Cindy (GOP)      24591
                                McDaniel, Chris (GOP)       7194
                                   O'Hara, Shawn (RP)        219
                                  Wicker, Roger (GOP)      32152
  Hinds County, MS (fips:28049)
    H-MS-02                       Harris, Irving (RP)       3145
                                      Ray, Troy (Ind)       9992
                               Thompson, Bennie (Dem)      51204
    H-MS-03                      Evans, Michael (Dem)       5317
                                 Guest, Michael (GOP)       5937
                                Holland, Matthew (RP)        122
    S-MS                           Baria, David (Dem)      54242
                                  Bartee, Tobey (Dem)        624
                                 Bedwell, Danny (Lib)        705
                                     Espy, Mike (Dem)      55918
                              Hyde-Smith, Cindy (GOP)      17053
                                McDaniel, Chris (GOP)       3872
                                   O'Hara, Shawn (RP)        532
                                  Wicker, Roger (GOP)      21353
  Holmes County, MS (fips:28051)
    H-MS-02                       Harris, Irving (RP)        163
                                      Ray, Troy (Ind)        590
                               Thompson, Bennie (Dem)       4829
    S-MS                           Baria, David (Dem)       4222
                                  Bartee, Tobey (Dem)         76
                                 Bedwell, Danny (Lib)         44
                                     Espy, Mike (Dem)       4574
                              Hyde-Smith, Cindy (GOP)        794
                                McDaniel, Chris (GOP)        196
                                   O'Hara, Shawn (RP)         41
                                  Wicker, Roger (GOP)       1068
  Humphreys County, MS (fips:28053)
    H-MS-02                       Harris, Irving (RP)        181
                                      Ray, Troy (Ind)        400
                               Thompson, Bennie (Dem)       2481
    S-MS                           Baria, David (Dem)       2020
                                  Bartee, Tobey (Dem)         47
                                 Bedwell, Danny (Lib)         42
                                     Espy, Mike (Dem)       2217
                              Hyde-Smith, Cindy (GOP)        767
                                McDaniel, Chris (GOP)        142
                                   O'Hara, Shawn (RP)         59
                                  Wicker, Roger (GOP)        933
  Issaquena County, MS (fips:28055)
    H-MS-02                       Harris, Irving (RP)         44
                                      Ray, Troy (Ind)        135
                               Thompson, Bennie (Dem)        342
    S-MS                           Baria, David (Dem)        260
                                  Bartee, Tobey (Dem)          5
                                 Bedwell, Danny (Lib)          5
                                     Espy, Mike (Dem)        303
                              Hyde-Smith, Cindy (GOP)        216
                                McDaniel, Chris (GOP)         33
                                   O'Hara, Shawn (RP)          6
                                  Wicker, Roger (GOP)        258
  Itawamba County, MS (fips:28057)
    H-MS-01                        Kelly, Trent (GOP)       5764
                           O'Hara Hill, Tracella (RP)         39
                                 Wadkins, Randy (Dem)        719
    S-MS                           Baria, David (Dem)        739
                                  Bartee, Tobey (Dem)         59
                                 Bedwell, Danny (Lib)        112
                                     Espy, Mike (Dem)        900
                              Hyde-Smith, Cindy (GOP)       3803
                                McDaniel, Chris (GOP)       1696
                                   O'Hara, Shawn (RP)         33
                                  Wicker, Roger (GOP)       5544
  Jackson County, MS (fips:28059)
    H-MS-04                   Anderson, Jeramey (Dem)      11817
                                Palazzo, Steven (GOP)      24781
                                  Sheets, Lajena (RP)        426
    S-MS                           Baria, David (Dem)      11035
                                  Bartee, Tobey (Dem)        702
                                 Bedwell, Danny (Lib)        502
                                     Espy, Mike (Dem)      11369
                              Hyde-Smith, Cindy (GOP)      18035
                                McDaniel, Chris (GOP)       6447
                                   O'Hara, Shawn (RP)        208
                                  Wicker, Roger (GOP)      24850
  Jasper County, MS (fips:28061)
    H-MS-03                      Evans, Michael (Dem)       3186
                                 Guest, Michael (GOP)       2683
                                Holland, Matthew (RP)         70
    S-MS                           Baria, David (Dem)       2924
                                  Bartee, Tobey (Dem)        151
                                 Bedwell, Danny (Lib)         56
                                     Espy, Mike (Dem)       2928
                              Hyde-Smith, Cindy (GOP)       1325
                                McDaniel, Chris (GOP)       1548
                                   O'Hara, Shawn (RP)         66
                                  Wicker, Roger (GOP)       2726
  Jefferson County, MS (fips:28063)
    H-MS-02                       Harris, Irving (RP)        262
                                      Ray, Troy (Ind)        178
                               Thompson, Bennie (Dem)       2307
    S-MS                           Baria, David (Dem)       2030
                                  Bartee, Tobey (Dem)         57
                                 Bedwell, Danny (Lib)         33
                                     Espy, Mike (Dem)       2215
                              Hyde-Smith, Cindy (GOP)        365
                                McDaniel, Chris (GOP)        116
                                   O'Hara, Shawn (RP)         51
                                  Wicker, Roger (GOP)        592
  Jefferson Davis County, MS (fips:28065)
    H-MS-03                      Evans, Michael (Dem)       2545
                                 Guest, Michael (GOP)       1635
                                Holland, Matthew (RP)         51
    S-MS                           Baria, David (Dem)       2333
                                  Bartee, Tobey (Dem)         67
                                 Bedwell, Danny (Lib)         51
                                     Espy, Mike (Dem)       2497
                              Hyde-Smith, Cindy (GOP)       1231
                                McDaniel, Chris (GOP)        459
                                   O'Hara, Shawn (RP)         42
                                  Wicker, Roger (GOP)       1655
  Jones County, MS (fips:28067)
    H-MS-04                   Anderson, Jeramey (Dem)       6384
                                Palazzo, Steven (GOP)      15642
                                  Sheets, Lajena (RP)        198
    S-MS                           Baria, David (Dem)       6143
                                  Bartee, Tobey (Dem)        216
                                 Bedwell, Danny (Lib)        498
                                     Espy, Mike (Dem)       6278
                              Hyde-Smith, Cindy (GOP)       4840
                                McDaniel, Chris (GOP)      11014
                                   O'Hara, Shawn (RP)        193
                                  Wicker, Roger (GOP)      14837
  Kemper County, MS (fips:28069)
    H-MS-03                      Evans, Michael (Dem)       2324
                                 Guest, Michael (GOP)        915
                                Holland, Matthew (RP)         12
    S-MS                           Baria, David (Dem)       1873
                                  Bartee, Tobey (Dem)         86
                                 Bedwell, Danny (Lib)         24
                                     Espy, Mike (Dem)       1689
                              Hyde-Smith, Cindy (GOP)        995
                                McDaniel, Chris (GOP)        373
                                   O'Hara, Shawn (RP)         18
                                  Wicker, Roger (GOP)       1328
  Lafayette County, MS (fips:28071)
    H-MS-01                        Kelly, Trent (GOP)       9244
                           O'Hara Hill, Tracella (RP)         95
                                 Wadkins, Randy (Dem)       6937
    S-MS                           Baria, David (Dem)       6896
                                  Bartee, Tobey (Dem)        236
                                 Bedwell, Danny (Lib)        194
                                     Espy, Mike (Dem)       7207
                              Hyde-Smith, Cindy (GOP)       6782
                                McDaniel, Chris (GOP)       1898
                                   O'Hara, Shawn (RP)         54
                                  Wicker, Roger (GOP)       9143
  Lamar County, MS (fips:28073)
    H-MS-04                   Anderson, Jeramey (Dem)       4267
                                Palazzo, Steven (GOP)      14065
                                  Sheets, Lajena (RP)        159
    S-MS                           Baria, David (Dem)       4112
                                  Bartee, Tobey (Dem)        269
                                 Bedwell, Danny (Lib)        343
                                     Espy, Mike (Dem)       4156
                              Hyde-Smith, Cindy (GOP)       9418
                                McDaniel, Chris (GOP)       4565
                                   O'Hara, Shawn (RP)        109
                                  Wicker, Roger (GOP)      13685
  Lauderdale County, MS (fips:28075)
    H-MS-03                      Evans, Michael (Dem)       8773
                                 Guest, Michael (GOP)      13906
                                Holland, Matthew (RP)        139
    S-MS                           Baria, David (Dem)       8445
                                  Bartee, Tobey (Dem)        548
                                 Bedwell, Danny (Lib)        212
                                     Espy, Mike (Dem)       8123
                              Hyde-Smith, Cindy (GOP)      10033
                                McDaniel, Chris (GOP)       4068
                                   O'Hara, Shawn (RP)         89
                                  Wicker, Roger (GOP)      14071
  Lawrence County, MS (fips:28077)
    H-MS-03                      Evans, Michael (Dem)       1810
                                 Guest, Michael (GOP)       3232
                                Holland, Matthew (RP)         51
    S-MS                           Baria, David (Dem)       1588
                                  Bartee, Tobey (Dem)         30
                                 Bedwell, Danny (Lib)         66
                                     Espy, Mike (Dem)       1741
                              Hyde-Smith, Cindy (GOP)       3034
                                McDaniel, Chris (GOP)        368
                                   O'Hara, Shawn (RP)         41
                                  Wicker, Roger (GOP)       3195
  Leake County, MS (fips:28079)
    H-MS-02                       Harris, Irving (RP)        668
                                      Ray, Troy (Ind)       2110
                               Thompson, Bennie (Dem)       3310
    S-MS                           Baria, David (Dem)       2468
                                  Bartee, Tobey (Dem)         64
                                 Bedwell, Danny (Lib)         67
                                     Espy, Mike (Dem)       2813
                              Hyde-Smith, Cindy (GOP)       2742
                                McDaniel, Chris (GOP)        932
                                   O'Hara, Shawn (RP)         65
                                  Wicker, Roger (GOP)       3658
  Lee County, MS (fips:28081)
    H-MS-01                        Kelly, Trent (GOP)      17863
                           O'Hara Hill, Tracella (RP)        153
                                 Wadkins, Randy (Dem)       7080
    S-MS                           Baria, David (Dem)       7462
                                  Bartee, Tobey (Dem)        228
                                 Bedwell, Danny (Lib)        434
                                     Espy, Mike (Dem)       7963
                              Hyde-Smith, Cindy (GOP)      12044
                                McDaniel, Chris (GOP)       4972
                                   O'Hara, Shawn (RP)        143
                                  Wicker, Roger (GOP)      17109
  Leflore County, MS (fips:28083)
    H-MS-02                       Harris, Irving (RP)        400
                                      Ray, Troy (Ind)       1419
                               Thompson, Bennie (Dem)       5491
    S-MS                           Baria, David (Dem)       4625
                                  Bartee, Tobey (Dem)        174
                                 Bedwell, Danny (Lib)         91
                                     Espy, Mike (Dem)       5036
                              Hyde-Smith, Cindy (GOP)       1897
                                McDaniel, Chris (GOP)        440
                                   O'Hara, Shawn (RP)         50
                                  Wicker, Roger (GOP)       2444
  Lincoln County, MS (fips:28085)
    H-MS-03                      Evans, Michael (Dem)       3662
                                 Guest, Michael (GOP)       8705
                                Holland, Matthew (RP)        115
    S-MS                           Baria, David (Dem)       3451
                                  Bartee, Tobey (Dem)         87
                                 Bedwell, Danny (Lib)        138
                                     Espy, Mike (Dem)       3602
                              Hyde-Smith, Cindy (GOP)       7870
                                McDaniel, Chris (GOP)       1068
                                   O'Hara, Shawn (RP)         56
                                  Wicker, Roger (GOP)       8576
  Lowndes County, MS (fips:28087)
    H-MS-01                        Kelly, Trent (GOP)      10712
                           O'Hara Hill, Tracella (RP)        154
                                 Wadkins, Randy (Dem)       8680
    S-MS                           Baria, David (Dem)       8464
                                  Bartee, Tobey (Dem)        306
                                 Bedwell, Danny (Lib)        208
                                     Espy, Mike (Dem)       8814
                              Hyde-Smith, Cindy (GOP)       7922
                                McDaniel, Chris (GOP)       2451
                                   O'Hara, Shawn (RP)         74
                                  Wicker, Roger (GOP)      10599
  Madison County, MS (fips:28089)
    H-MS-02                       Harris, Irving (RP)        388
                                      Ray, Troy (Ind)       1225
                               Thompson, Bennie (Dem)       6889
    H-MS-03                      Evans, Michael (Dem)       8451
                                 Guest, Michael (GOP)      21889
                                Holland, Matthew (RP)        250
    S-MS                           Baria, David (Dem)      15486
                                  Bartee, Tobey (Dem)        274
                                 Bedwell, Danny (Lib)        459
                                     Espy, Mike (Dem)      16279
                              Hyde-Smith, Cindy (GOP)      19569
                                McDaniel, Chris (GOP)       3419
                                   O'Hara, Shawn (RP)        164
                                  Wicker, Roger (GOP)      23204
  Marion County, MS (fips:28091)
    H-MS-04                   Anderson, Jeramey (Dem)       2756
                                Palazzo, Steven (GOP)       6039
                                  Sheets, Lajena (RP)         51
    S-MS                           Baria, David (Dem)       2682
                                  Bartee, Tobey (Dem)        133
                                 Bedwell, Danny (Lib)        130
                                     Espy, Mike (Dem)       2740
                              Hyde-Smith, Cindy (GOP)       4148
                                McDaniel, Chris (GOP)       1785
                                   O'Hara, Shawn (RP)         67
                                  Wicker, Roger (GOP)       5797
  Marshall County, MS (fips:28093)
    H-MS-01                        Kelly, Trent (GOP)       5360
                           O'Hara Hill, Tracella (RP)         99
                                 Wadkins, Randy (Dem)       5831
    S-MS                           Baria, David (Dem)       5641
                                  Bartee, Tobey (Dem)        232
                                 Bedwell, Danny (Lib)        134
                                     Espy, Mike (Dem)       5936
                              Hyde-Smith, Cindy (GOP)       3521
                                McDaniel, Chris (GOP)       1544
                                   O'Hara, Shawn (RP)         71
                                  Wicker, Roger (GOP)       5388
  Monroe County, MS (fips:28095)
    H-MS-01                        Kelly, Trent (GOP)       7843
                           O'Hara Hill, Tracella (RP)         82
                                 Wadkins, Randy (Dem)       3847
    S-MS                           Baria, David (Dem)       3783
                                  Bartee, Tobey (Dem)        168
                                 Bedwell, Danny (Lib)        111
                                     Espy, Mike (Dem)       4058
                              Hyde-Smith, Cindy (GOP)       5666
                                McDaniel, Chris (GOP)       1848
                                   O'Hara, Shawn (RP)         42
                                  Wicker, Roger (GOP)       7690
  Montgomery County, MS (fips:28097)
    H-MS-02                       Harris, Irving (RP)        272
                                      Ray, Troy (Ind)       1146
                               Thompson, Bennie (Dem)       1726
    S-MS                           Baria, David (Dem)       1354
                                  Bartee, Tobey (Dem)         45
                                 Bedwell, Danny (Lib)         34
                                     Espy, Mike (Dem)       1409
                              Hyde-Smith, Cindy (GOP)       1550
                                McDaniel, Chris (GOP)        366
                                   O'Hara, Shawn (RP)         15
                                  Wicker, Roger (GOP)       1916
  Neshoba County, MS (fips:28099)
    H-MS-03                      Evans, Michael (Dem)       2812
                                 Guest, Michael (GOP)       5049
                                Holland, Matthew (RP)         89
    S-MS                           Baria, David (Dem)       1917
                                  Bartee, Tobey (Dem)         93
                                 Bedwell, Danny (Lib)         80
                                     Espy, Mike (Dem)       2096
                              Hyde-Smith, Cindy (GOP)       4282
                                McDaniel, Chris (GOP)       1452
                                   O'Hara, Shawn (RP)         42
                                  Wicker, Roger (GOP)       5823
  Newton County, MS (fips:28101)
    H-MS-03                      Evans, Michael (Dem)       2154
                                 Guest, Michael (GOP)       4941
                                Holland, Matthew (RP)         58
    S-MS                           Baria, David (Dem)       1928
                                  Bartee, Tobey (Dem)        100
                                 Bedwell, Danny (Lib)        114
                                     Espy, Mike (Dem)       2082
                              Hyde-Smith, Cindy (GOP)       3256
                                McDaniel, Chris (GOP)       1673
                                   O'Hara, Shawn (RP)         37
                                  Wicker, Roger (GOP)       4912
  Noxubee County, MS (fips:28103)
    H-MS-03                      Evans, Michael (Dem)       2546
                                 Guest, Michael (GOP)        803
                                Holland, Matthew (RP)         27
    S-MS                           Baria, David (Dem)       2332
                                  Bartee, Tobey (Dem)         82
                                 Bedwell, Danny (Lib)         19
                                     Espy, Mike (Dem)       2353
                              Hyde-Smith, Cindy (GOP)        801
                                McDaniel, Chris (GOP)        157
                                   O'Hara, Shawn (RP)         21
                                  Wicker, Roger (GOP)        968
  Oktibbeha County, MS (fips:28105)
    H-MS-01                        Kelly, Trent (GOP)        748
                           O'Hara Hill, Tracella (RP)          7
                                 Wadkins, Randy (Dem)        476
    H-MS-03                      Evans, Michael (Dem)       5898
                                 Guest, Michael (GOP)       5661
                                Holland, Matthew (RP)        123
    S-MS                           Baria, David (Dem)       6159
                                  Bartee, Tobey (Dem)        228
                                 Bedwell, Danny (Lib)        198
                                     Espy, Mike (Dem)       6421
                              Hyde-Smith, Cindy (GOP)       4962
                                McDaniel, Chris (GOP)       1370
                                   O'Hara, Shawn (RP)         72
                                  Wicker, Roger (GOP)       6448
  Panola County, MS (fips:28107)
    H-MS-02                       Harris, Irving (RP)        716
                                      Ray, Troy (Ind)       3002
                               Thompson, Bennie (Dem)       5767
    S-MS                           Baria, David (Dem)       4584
                                  Bartee, Tobey (Dem)        180
                                 Bedwell, Danny (Lib)        102
                                     Espy, Mike (Dem)       4795
                              Hyde-Smith, Cindy (GOP)       3585
                                McDaniel, Chris (GOP)       1415
                                   O'Hara, Shawn (RP)         55
                                  Wicker, Roger (GOP)       5207
  Pearl River County, MS (fips:28109)
    H-MS-04                   Anderson, Jeramey (Dem)       2568
                                Palazzo, Steven (GOP)      11697
                                  Sheets, Lajena (RP)        124
    S-MS                           Baria, David (Dem)       2511
                                  Bartee, Tobey (Dem)        261
                                 Bedwell, Danny (Lib)        285
                                     Espy, Mike (Dem)       2463
                              Hyde-Smith, Cindy (GOP)       6049
                                McDaniel, Chris (GOP)       5112
                                   O'Hara, Shawn (RP)        102
                                  Wicker, Roger (GOP)      11252
  Perry County, MS (fips:28111)
    H-MS-04                   Anderson, Jeramey (Dem)        926
                                Palazzo, Steven (GOP)       2976
                                  Sheets, Lajena (RP)         42
    S-MS                           Baria, David (Dem)        832
                                  Bartee, Tobey (Dem)         39
                                 Bedwell, Danny (Lib)         62
                                     Espy, Mike (Dem)        942
                              Hyde-Smith, Cindy (GOP)       1786
                                McDaniel, Chris (GOP)       1183
                                   O'Hara, Shawn (RP)         34
                                  Wicker, Roger (GOP)       2888
  Pike County, MS (fips:28113)
    H-MS-03                      Evans, Michael (Dem)       5942
                                 Guest, Michael (GOP)       6488
                                Holland, Matthew (RP)        144
    S-MS                           Baria, David (Dem)       5753
                                  Bartee, Tobey (Dem)        218
                                 Bedwell, Danny (Lib)        177
                                     Espy, Mike (Dem)       5808
                              Hyde-Smith, Cindy (GOP)       4837
                                McDaniel, Chris (GOP)       1698
                                   O'Hara, Shawn (RP)         57
                                  Wicker, Roger (GOP)       6425
  Pontotoc County, MS (fips:28115)
    H-MS-01                        Kelly, Trent (GOP)       7944
                           O'Hara Hill, Tracella (RP)         53
                                 Wadkins, Randy (Dem)       1603
    S-MS                           Baria, David (Dem)       1666
                                  Bartee, Tobey (Dem)         89
                                 Bedwell, Danny (Lib)        229
                                     Espy, Mike (Dem)       1892
                              Hyde-Smith, Cindy (GOP)       4957
                                McDaniel, Chris (GOP)       2648
                                   O'Hara, Shawn (RP)         80
                                  Wicker, Roger (GOP)       7515
  Prentiss County, MS (fips:28117)
    H-MS-01                        Kelly, Trent (GOP)       5765
                           O'Hara Hill, Tracella (RP)         48
                                 Wadkins, Randy (Dem)       1433
    S-MS                           Baria, David (Dem)       1450
                                  Bartee, Tobey (Dem)         59
                                 Bedwell, Danny (Lib)         90
                                     Espy, Mike (Dem)       1703
                              Hyde-Smith, Cindy (GOP)       4038
                                McDaniel, Chris (GOP)       1441
                                   O'Hara, Shawn (RP)         36
                                  Wicker, Roger (GOP)       5597
  Quitman County, MS (fips:28119)
    H-MS-02                       Harris, Irving (RP)        169
                                      Ray, Troy (Ind)        393
                               Thompson, Bennie (Dem)       1803
    S-MS                           Baria, David (Dem)       1460
                                  Bartee, Tobey (Dem)         55
                                 Bedwell, Danny (Lib)         29
                                     Espy, Mike (Dem)       1643
                              Hyde-Smith, Cindy (GOP)        601
                                McDaniel, Chris (GOP)        141
                                   O'Hara, Shawn (RP)         28
                                  Wicker, Roger (GOP)        872
  Rankin County, MS (fips:28121)
    H-MS-03                      Evans, Michael (Dem)      11112
                                 Guest, Michael (GOP)      39233
                                Holland, Matthew (RP)        529
    S-MS                           Baria, David (Dem)      12265
                                  Bartee, Tobey (Dem)        379
                                 Bedwell, Danny (Lib)        945
                                     Espy, Mike (Dem)      12771
                              Hyde-Smith, Cindy (GOP)      28687
                                McDaniel, Chris (GOP)       9152
                                   O'Hara, Shawn (RP)        231
                                  Wicker, Roger (GOP)      37402
  Scott County, MS (fips:28123)
    H-MS-03                      Evans, Michael (Dem)       2952
                                 Guest, Michael (GOP)       4453
                                Holland, Matthew (RP)         67
    S-MS                           Baria, David (Dem)       2735
                                  Bartee, Tobey (Dem)         68
                                 Bedwell, Danny (Lib)         58
                                     Espy, Mike (Dem)       3018
                              Hyde-Smith, Cindy (GOP)       3341
                                McDaniel, Chris (GOP)       1017
                                   O'Hara, Shawn (RP)         50
                                  Wicker, Roger (GOP)       4365
  Sharkey County, MS (fips:28125)
    H-MS-02                       Harris, Irving (RP)         81
                                      Ray, Troy (Ind)        232
                               Thompson, Bennie (Dem)       1178
    S-MS                           Baria, David (Dem)        887
                                  Bartee, Tobey (Dem)         18
                                 Bedwell, Danny (Lib)         11
                                     Espy, Mike (Dem)       1006
                              Hyde-Smith, Cindy (GOP)        471
                                McDaniel, Chris (GOP)         68
                                   O'Hara, Shawn (RP)         17
                                  Wicker, Roger (GOP)        540
  Simpson County, MS (fips:28127)
    H-MS-03                      Evans, Michael (Dem)       2897
                                 Guest, Michael (GOP)       5532
                                Holland, Matthew (RP)         82
    S-MS                           Baria, David (Dem)       2747
                                  Bartee, Tobey (Dem)         98
                                 Bedwell, Danny (Lib)        109
                                     Espy, Mike (Dem)       2984
                              Hyde-Smith, Cindy (GOP)       4294
                                McDaniel, Chris (GOP)       1204
                                   O'Hara, Shawn (RP)         62
                                  Wicker, Roger (GOP)       5365
  Smith County, MS (fips:28129)
    H-MS-03                      Evans, Michael (Dem)       1278
                                 Guest, Michael (GOP)       4161
                                Holland, Matthew (RP)         80
    S-MS                           Baria, David (Dem)       1180
                                  Bartee, Tobey (Dem)         36
                                 Bedwell, Danny (Lib)         84
                                     Espy, Mike (Dem)       1248
                              Hyde-Smith, Cindy (GOP)       2498
                                McDaniel, Chris (GOP)       1766
                                   O'Hara, Shawn (RP)         56
                                  Wicker, Roger (GOP)       4047
  Stone County, MS (fips:28131)
    H-MS-04                   Anderson, Jeramey (Dem)       1181
                                Palazzo, Steven (GOP)       3802
                                  Sheets, Lajena (RP)         44
    S-MS                           Baria, David (Dem)       1058
                                  Bartee, Tobey (Dem)         54
                                 Bedwell, Danny (Lib)         68
                                     Espy, Mike (Dem)       1149
                              Hyde-Smith, Cindy (GOP)       2634
                                McDaniel, Chris (GOP)       1171
                                   O'Hara, Shawn (RP)         43
                                  Wicker, Roger (GOP)       3779
  Sunflower County, MS (fips:28133)
    H-MS-02                       Harris, Irving (RP)        330
                                      Ray, Troy (Ind)       1176
                               Thompson, Bennie (Dem)       5709
    S-MS                           Baria, David (Dem)       4523
                                  Bartee, Tobey (Dem)         98
                                 Bedwell, Danny (Lib)         77
                                     Espy, Mike (Dem)       5026
                              Hyde-Smith, Cindy (GOP)       1896
                                McDaniel, Chris (GOP)        374
                                   O'Hara, Shawn (RP)         74
                                  Wicker, Roger (GOP)       2443
  Tallahatchie County, MS (fips:28135)
    H-MS-02                       Harris, Irving (RP)        287
                                      Ray, Troy (Ind)       1044
                               Thompson, Bennie (Dem)       2839
    S-MS                           Baria, David (Dem)       2095
                                  Bartee, Tobey (Dem)         61
                                 Bedwell, Danny (Lib)         38
                                     Espy, Mike (Dem)       2460
                              Hyde-Smith, Cindy (GOP)       1395
                                McDaniel, Chris (GOP)        387
                                   O'Hara, Shawn (RP)         53
                                  Wicker, Roger (GOP)       1950
  Tate County, MS (fips:28137)
    H-MS-01                        Kelly, Trent (GOP)       5750
                           O'Hara Hill, Tracella (RP)         55
                                 Wadkins, Randy (Dem)       2793
    S-MS                           Baria, David (Dem)       2584
                                  Bartee, Tobey (Dem)        168
                                 Bedwell, Danny (Lib)        172
                                     Espy, Mike (Dem)       2713
                              Hyde-Smith, Cindy (GOP)       3601
                                McDaniel, Chris (GOP)       2043
                                   O'Hara, Shawn (RP)         39
                                  Wicker, Roger (GOP)       5650
  Tippah County, MS (fips:28139)
    H-MS-01                        Kelly, Trent (GOP)       5498
                           O'Hara Hill, Tracella (RP)         56
                                 Wadkins, Randy (Dem)       1299
    S-MS                           Baria, David (Dem)       1207
                                  Bartee, Tobey (Dem)         88
                                 Bedwell, Danny (Lib)         94
                                     Espy, Mike (Dem)       1425
                              Hyde-Smith, Cindy (GOP)       3874
                                McDaniel, Chris (GOP)       1389
                                   O'Hara, Shawn (RP)         41
                                  Wicker, Roger (GOP)       5463
  Tishomingo County, MS (fips:28141)
    H-MS-01                        Kelly, Trent (GOP)       4942
                           O'Hara Hill, Tracella (RP)         41
                                 Wadkins, Randy (Dem)       1115
    S-MS                           Baria, David (Dem)        788
