Alabama
  Autauga County, AL (fips:01001)
    G-AR                       Henderson, Jared (Dem)       1467
                                Hutchinson, Asa (GOP)       4079
                                     West, Mark (Lib)        182
    H-AR-01                      Crawford, Rick (GOP)       4201
                                 Desai, Chintan (Dem)       1412
                                 Presley, Elvis (Lib)        102
  Dallas County, AR (fips:05039)
    G-AR                       Henderson, Jared (Dem)        773
                                Hutchinson, Asa (GOP)       1317
                                     West, Mark (Lib)         26
    H-AR-04                         Canada, Tom (Lib)         25
                                 Shamel, Hayden (Dem)        807
                               Westerman, Bruce (GOP)       1280
  Desha County, AR (fips:05041)
    G-AR                       Henderson, Jared (Dem)       1551
                                Hutchinson, Asa (GOP)       1829
                                     West, Mark (Lib)         76
    H-AR-01                      Crawford, Rick (GOP)       1643
                                 Desai, Chintan (Dem)       1645
                                 Presley, Elvis (Lib)         82
  Drew County, AR (fips:05043)
    G-AR                       Henderson, Jared (Dem)       1606
                                Hutchinson, Asa (GOP)       3656
                                     West, Mark (Lib)        132
    H-AR-04                         Canada, Tom (Lib)         97
                                 Shamel, Hayden (Dem)       1819
                               Westerman, Bruce (GOP)       3430
  Faulkner County, AR (fips:05045)
    G-AR                       Henderson, Jared (Dem)      11622
                                Hutchinson, Asa (GOP)      25533
                                     West, Mark (Lib)       1224
    H-AR-02                        Hill, French (GOP)      23613
                                  Swafford, Joe (Lib)       1095
                                 Tucker, Clarke (Dem)      13649
  Franklin County, AR (fips:05047)
    G-AR                       Henderson, Jared (Dem)        916
                                Hutchinson, Asa (GOP)       4204
                                     West, Mark (Lib)        175
    H-AR-04                         Canada, Tom (Lib)        117
                                 Shamel, Hayden (Dem)       1119
                               Westerman, Bruce (GOP)       4023
  Fulton County, AR (fips:05049)
    G-AR                       Henderson, Jared (Dem)        900
                                Hutchinson, Asa (GOP)       2829
                                     West, Mark (Lib)        103
    H-AR-01                      Crawford, Rick (GOP)       2790
                                 Desai, Chintan (Dem)        933
                                 Presley, Elvis (Lib)         75
  Garland County, AR (fips:05051)
    G-AR                       Henderson, Jared (Dem)       8858
                                Hutchinson, Asa (GOP)      21948
                                     West, Mark (Lib)        933
    H-AR-04                         Canada, Tom (Lib)        568
                                 Shamel, Hayden (Dem)       9980
                               Westerman, Bruce (GOP)      21168
  Grant County, AR (fips:05053)
    G-AR                       Henderson, Jared (Dem)        897
                                Hutchinson, Asa (GOP)       4512
                                     West, Mark (Lib)        126
    H-AR-04                         Canada, Tom (Lib)         93
                                 Shamel, Hayden (Dem)        985
                               Westerman, Bruce (GOP)       4453
  Greene County, AR (fips:05055)
    G-AR                       Henderson, Jared (Dem)       2082
                                Hutchinson, Asa (GOP)       8270
                                     West, Mark (Lib)        590
    H-AR-01                      Crawford, Rick (GOP)       8464
                                 Desai, Chintan (Dem)       2171
                                 Presley, Elvis (Lib)        268
  Hempstead County, AR (fips:05057)
    G-AR                       Henderson, Jared (Dem)       1552
                                Hutchinson, Asa (GOP)       3308
                                     West, Mark (Lib)        105
    H-AR-04                         Canada, Tom (Lib)         59
                                 Shamel, Hayden (Dem)       1687
                               Westerman, Bruce (GOP)       3191
  Hot Spring County, AR (fips:05059)
    G-AR                       Henderson, Jared (Dem)       2102
                                Hutchinson, Asa (GOP)       6352
                                     West, Mark (Lib)        258
    H-AR-04                         Canada, Tom (Lib)        176
                                 Shamel, Hayden (Dem)       2264
                               Westerman, Bruce (GOP)       6246
  Howard County, AR (fips:05061)
    G-AR                       Henderson, Jared (Dem)        974
                                Hutchinson, Asa (GOP)       2486
                                     West, Mark (Lib)         56
    H-AR-04                         Canada, Tom (Lib)         46
                                 Shamel, Hayden (Dem)       1008
                               Westerman, Bruce (GOP)       2450
  Independence County, AR (fips:05063)
    G-AR                       Henderson, Jared (Dem)       1928
                                Hutchinson, Asa (GOP)       7723
                                     West, Mark (Lib)        483
    H-AR-01                      Crawford, Rick (GOP)       7869
                                 Desai, Chintan (Dem)       1980
                                 Presley, Elvis (Lib)        240
  Izard County, AR (fips:05065)
    G-AR                       Henderson, Jared (Dem)        868
                                Hutchinson, Asa (GOP)       3417
                                     West, Mark (Lib)        179
    H-AR-01                      Crawford, Rick (GOP)       3518
                                 Desai, Chintan (Dem)        837
